InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
537463,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2010-12-07 10:08:00,0.85,12681,France,10.2
537464,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2010-12-07 10:14:00,3.75,14907,United Kingdom,15.0
537464,22112,CHOCOLATE HOT WATER BOTTLE,9,2010-12-07 10:14:00,4.95,14907,United Kingdom,44.55
537465,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-12-07 10:32:00,2.95,17735,United Kingdom,17.700000000000003
537484,22470,HEART OF WICKER LARGE,40,2010-12-07 11:30:00,2.55,14733,United Kingdom,102.0
537489,22736,RIBBON REEL MAKING SNOWMEN ,10,2010-12-07 11:33:00,1.65,17017,United Kingdom,16.5
537593,21937,STRAWBERRY   PICNIC BAG,5,2010-12-07 12:21:00,2.95,14282,United Kingdom,14.75
537593,20727,LUNCH BAG  BLACK SKULL.,20,2010-12-07 12:21:00,1.65,14282,United Kingdom,33.0
537594,22202,MILK PAN PINK POLKADOT,4,2010-12-07 12:28:00,3.75,12647,Germany,15.0
537595,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,2010-12-07 12:29:00,2.95,13569,United Kingdom,2.95
537606,22809,SET OF 6 T-LIGHTS SANTA,6,2010-12-07 13:16:00,2.95,15002,United Kingdom,17.700000000000003
537609,22865,HAND WARMER OWL DESIGN,36,2010-12-07 13:22:00,2.1,17675,United Kingdom,75.60000000000001
537612,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,48,2010-12-07 13:28:00,2.75,13769,United Kingdom,132.0
537614,22727,ALARM CLOCK BAKELIKE RED ,3,2010-12-07 13:29:00,3.75,16904,United Kingdom,11.25
537615,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2010-12-07 13:30:00,7.95,15898,United Kingdom,15.9
537622,22440,BALLOON WATER BOMB PACK OF 35,1,2010-12-07 14:30:00,0.42,13173,United Kingdom,0.42
537622,15056BL,EDWARDIAN PARASOL BLACK,2,2010-12-07 14:30:00,5.95,13173,United Kingdom,11.9
537623,22613,PACK OF 20 SPACEBOY NAPKINS,3,2010-12-07 14:31:00,0.85,15858,United Kingdom,2.55
537635,21494,ROTATING LEAVES T-LIGHT HOLDER,12,2010-12-07 15:18:00,1.25,16306,United Kingdom,15.0
537646,21689,SILVER VANILLA  FLOWER CANDLE POT,1,2010-12-07 15:39:00,3.75,17591,United Kingdom,3.75
537646,22194,BLACK DINER WALL CLOCK,1,2010-12-07 15:39:00,8.5,17591,United Kingdom,8.5
537650,22113,GREY HEART HOT WATER BOTTLE,12,2010-12-07 15:48:00,3.75,16125,United Kingdom,45.0
537672,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2010-12-08 09:30:00,7.95,13050,United Kingdom,15.9
537678,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2010-12-08 09:56:00,1.45,16779,United Kingdom,17.4
537680,22899,CHILDREN'S APRON DOLLY GIRL ,6,2010-12-08 10:11:00,2.1,13599,United Kingdom,12.6
537685,20754,RETROSPOT RED WASHING UP GLOVES,6,2010-12-08 10:21:00,2.1,18077,United Kingdom,12.6
537688,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,2010-12-08 10:35:00,0.65,17406,United Kingdom,15.6
537692,22057,CERAMIC PLATE STRAWBERRY DESIGN,4,2010-12-08 10:40:00,1.49,14796,United Kingdom,5.96
537693,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,2010-12-08 10:45:00,1.25,12441,France,15.0
537707,22659,LUNCH BOX I LOVE LONDON,12,2010-12-08 10:53:00,1.95,14032,United Kingdom,23.4
537707,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2010-12-08 10:53:00,2.95,14032,United Kingdom,17.700000000000003
537754,22070,SMALL RED RETROSPOT MUG IN BOX ,1,2010-12-08 11:16:00,3.75,16081,United Kingdom,3.75
537754,21621,VINTAGE UNION JACK BUNTING,1,2010-12-08 11:16:00,8.5,16081,United Kingdom,8.5
537757,21755,LOVE BUILDING BLOCK WORD,6,2010-12-08 11:38:00,5.95,17975,United Kingdom,35.7
537762,85099B,JUMBO BAG RED RETROSPOT,10,2010-12-08 12:01:00,1.95,16558,United Kingdom,19.5
537764,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,1,2010-12-08 12:06:00,3.25,16893,United Kingdom,3.25
537769,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,1,2010-12-08 12:17:00,2.1,15021,United Kingdom,2.1
537769,22867,HAND WARMER BIRD DESIGN,1,2010-12-08 12:17:00,2.1,15021,United Kingdom,2.1
537770,22902,TOTE BAG I LOVE LONDON,12,2010-12-08 12:24:00,2.1,15529,United Kingdom,25.200000000000003
537772,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,4,2010-12-08 12:35:00,1.25,18043,United Kingdom,5.0
537772,84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,2010-12-08 12:35:00,4.65,18043,United Kingdom,4.65
537772,22091,EMPIRE TISSUE BOX,1,2010-12-08 12:35:00,1.25,18043,United Kingdom,1.25
537773,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-08 12:36:00,2.95,16016,United Kingdom,2.95
537773,48187,DOORMAT NEW ENGLAND,1,2010-12-08 12:36:00,7.95,16016,United Kingdom,7.95
537775,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2010-12-08 12:41:00,1.95,17722,United Kingdom,15.6
537775,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,12,2010-12-08 12:41:00,2.1,17722,United Kingdom,25.200000000000003
537775,22849,BREAD BIN DINER STYLE MINT,1,2010-12-08 12:41:00,16.95,17722,United Kingdom,16.95
537781,22536,MAGIC DRAWING SLATE PURDEY,1,2010-12-08 12:46:00,0.42,17341,United Kingdom,0.42
537794,22768,FAMILY PHOTO FRAME CORNICE,1,2010-12-08 13:01:00,9.95,16713,United Kingdom,9.95
537794,22729,ALARM CLOCK BAKELIKE ORANGE,1,2010-12-08 13:01:00,3.75,16713,United Kingdom,3.75
537795,21755,LOVE BUILDING BLOCK WORD,3,2010-12-08 13:03:00,5.95,17213,United Kingdom,17.85
537799,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-12-08 13:07:00,3.75,15916,United Kingdom,22.5
537799,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,2010-12-08 13:07:00,8.5,15916,United Kingdom,17.0
537804,72127,COLUMBIAN CANDLE ROUND ,14,2010-12-08 13:17:00,1.25,12748,United Kingdom,17.5
537818,21354,TOAST ITS - BEST MUM,12,2010-12-08 13:53:00,1.25,12766,Portugal,15.0
537818,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2010-12-08 13:53:00,1.65,12766,Portugal,19.8
537818,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-12-08 13:53:00,3.95,12766,Portugal,15.8
537818,22508,DOORSTOP RETROSPOT HEART,4,2010-12-08 13:53:00,3.75,12766,Portugal,15.0
537822,22315,200 RED + WHITE BENDY STRAWS,12,2010-12-08 14:22:00,1.25,13523,United Kingdom,15.0
537825,22649,STRAWBERRY FAIRY CAKE TEAPOT,2,2010-12-08 14:36:00,4.95,15005,United Kingdom,9.9
537830,22694,WICKER STAR ,3,2010-12-08 14:46:00,2.1,13649,United Kingdom,6.300000000000001
537844,21110,LARGE CAKE TOWEL PINK SPOTS,1,2010-12-08 15:17:00,6.75,17999,United Kingdom,6.75
537851,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,72,2010-12-08 15:39:00,1.25,13758,United Kingdom,90.0
537852,22207,FRYING PAN UNION FLAG,7,2010-12-08 15:56:00,4.25,17340,United Kingdom,29.75
537852,22616,PACK OF 12 LONDON TISSUES ,12,2010-12-08 15:56:00,0.29,17340,United Kingdom,3.4799999999999995
537861,22224,WHITE LOVEBIRD LANTERN,6,2010-12-08 16:18:00,2.95,16596,United Kingdom,17.700000000000003
537864,22616,PACK OF 12 LONDON TISSUES ,24,2010-12-08 16:34:00,0.29,16700,United Kingdom,6.959999999999999
537865,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2010-12-08 16:34:00,1.25,16011,United Kingdom,7.5
537866,21754,HOME BUILDING BLOCK WORD,18,2010-12-08 16:45:00,5.45,17655,United Kingdom,98.1
537868,84692,BOX OF 24 COCKTAIL PARASOLS,50,2010-12-08 16:49:00,0.42,12433,Norway,21.0
537890,22936,BAKING MOULD ROSE WHITE CHOCOLATE,6,2010-12-09 10:04:00,3.25,15358,United Kingdom,19.5
537889,22840,ROUND CAKE TIN VINTAGE RED,2,2010-12-09 10:04:00,7.95,13319,United Kingdom,15.9
537892,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-12-09 10:13:00,2.95,12481,Germany,17.700000000000003
537915,21888,BINGO SET,4,2010-12-09 10:55:00,3.75,12797,Portugal,15.0
537955,20713,JUMBO BAG OWLS,3,2010-12-09 11:28:00,1.95,16782,United Kingdom,5.85
538006,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-12-09 12:13:00,2.55,14987,United Kingdom,81.6
538009,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-12-09 12:17:00,4.95,14911,EIRE,29.700000000000003
538009,21469,POLKA DOT RAFFIA FOOD COVER,6,2010-12-09 12:17:00,3.75,14911,EIRE,22.5
538011,21902,"KEY FOB , FRONT  DOOR ",16,2010-12-09 12:24:00,0.65,14896,United Kingdom,10.4
538015,21012,ANTIQUE ALL GLASS CANDLESTICK,6,2010-12-09 12:49:00,2.1,13240,United Kingdom,12.6
538035,22587,FELTCRAFT HAIRBAND RED AND BLUE,2,2010-12-09 13:03:00,0.85,16065,United Kingdom,1.7
538035,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,2010-12-09 13:03:00,1.95,16065,United Kingdom,1.95
538049,22482,BLUE TEA TOWEL CLASSIC DESIGN,2,2010-12-09 13:21:00,1.25,12748,United Kingdom,2.5
538049,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,2010-12-09 13:21:00,3.75,12748,United Kingdom,3.75
538057,22988,SOLDIERS EGG CUP ,12,2010-12-09 13:38:00,1.25,13102,United Kingdom,15.0
538063,22830,UTILTY CABINET WITH HOOKS,96,2010-12-09 13:44:00,19.94,18102,United Kingdom,1914.24
538064,22695,WICKER WREATH SMALL,4,2010-12-09 13:47:00,1.45,15271,United Kingdom,5.8
538067,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2010-12-09 13:59:00,2.95,15288,United Kingdom,2.95
538069,22696,WICKER WREATH LARGE,2,2010-12-09 14:08:00,1.95,16795,United Kingdom,3.9
538069,10002,INFLATABLE POLITICAL GLOBE ,8,2010-12-09 14:08:00,0.85,16795,United Kingdom,6.8
538078,22654,DELUXE SEWING KIT ,4,2010-12-09 14:25:00,5.95,16255,United Kingdom,23.8
538080,22625,RED KITCHEN SCALES,6,2010-12-09 14:28:00,8.5,17646,United Kingdom,51.0
538086,22178,VICTORIAN GLASS HANGING T-LIGHT,30,2010-12-09 14:44:00,1.25,12872,United Kingdom,37.5
538093,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-12-09 14:49:00,1.65,12682,France,19.8
538097,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2010-12-09 14:56:00,0.65,15192,United Kingdom,15.6
538104,21889,WOODEN BOX OF DOMINOES,2,2010-12-09 15:16:00,1.25,17950,United Kingdom,2.5
538104,21696,SMALL SILVER TRELLIS CANDLEPOT,6,2010-12-09 15:16:00,2.95,17950,United Kingdom,17.700000000000003
538104,22548,HEADS AND TAILS SPORTING FUN,2,2010-12-09 15:16:00,1.25,17950,United Kingdom,2.5
538106,21694,SMALL REGAL  SILVER CANDLEPOT ,6,2010-12-09 15:20:00,2.95,17950,United Kingdom,17.700000000000003
538113,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2010-12-09 15:29:00,4.25,15811,United Kingdom,17.0
538146,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2010-12-09 16:10:00,7.95,15596,United Kingdom,15.9
538155,21905,MORE BUTTER METAL SIGN ,1,2010-12-09 16:52:00,2.1,16907,United Kingdom,2.1
538156,20762,GREEN FERN SKETCHBOOK ,3,2010-12-09 16:53:00,3.75,15555,United Kingdom,11.25
538163,21784,SHOE SHINE BOX ,2,2010-12-09 17:27:00,9.95,17841,United Kingdom,19.9
538163,21258,VICTORIAN SEWING BOX LARGE,1,2010-12-09 17:27:00,12.75,17841,United Kingdom,12.75
538169,22696,WICKER WREATH LARGE,2,2010-12-09 19:28:00,1.95,13230,United Kingdom,3.9
538170,22654,DELUXE SEWING KIT ,1,2010-12-09 19:32:00,5.95,13969,United Kingdom,5.95
538170,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2010-12-09 19:32:00,2.95,13969,United Kingdom,35.400000000000006
538171,22835,HOT WATER BOTTLE I AM SO POORLY,1,2010-12-09 20:01:00,4.65,17530,United Kingdom,4.65
538171,21327,SKULLS WRITING SET ,2,2010-12-09 20:01:00,1.65,17530,United Kingdom,3.3
538172,84558A,3D DOG PICTURE PLAYING CARDS,12,2010-12-10 09:33:00,2.95,15805,United Kingdom,35.400000000000006
538183,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,24,2010-12-10 10:21:00,0.42,16265,United Kingdom,10.08
538187,22570,FELTCRAFT CUSHION RABBIT,4,2010-12-10 10:27:00,3.75,16499,United Kingdom,15.0
538191,21131,GOLD STANDING GNOME,30,2010-12-10 10:49:00,3.75,15061,United Kingdom,112.5
538196,10002,INFLATABLE POLITICAL GLOBE ,36,2010-12-10 10:56:00,0.85,12731,France,30.6
538198,22569,FELTCRAFT CUSHION BUTTERFLY,4,2010-12-10 11:01:00,3.75,17827,United Kingdom,15.0
538198,85049E,SCANDINAVIAN REDS RIBBONS,4,2010-12-10 11:01:00,1.25,17827,United Kingdom,5.0
538202,21784,SHOE SHINE BOX ,2,2010-12-10 11:19:00,9.95,14667,United Kingdom,19.9
538206,90200B,BLACK SWEETHEART BRACELET,2,2010-12-10 11:31:00,4.25,17827,United Kingdom,8.5
538209,22745,POPPY'S PLAYHOUSE BEDROOM ,2,2010-12-10 11:42:00,2.1,12748,United Kingdom,4.2
538210,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2010-12-10 11:44:00,9.95,14256,United Kingdom,19.9
538210,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2010-12-10 11:44:00,1.25,14256,United Kingdom,30.0
538211,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-10 11:47:00,2.1,17690,United Kingdom,25.200000000000003
538211,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2010-12-10 11:47:00,3.75,17690,United Kingdom,30.0
538248,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2010-12-10 12:14:00,1.25,18116,United Kingdom,1.25
538250,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,2010-12-10 12:20:00,0.85,18118,United Kingdom,0.85
538250,22694,WICKER STAR ,2,2010-12-10 12:20:00,2.1,18118,United Kingdom,4.2
538255,85008,SET OF 3 CONEY ISLAND OVAL BOXES,3,2010-12-10 12:33:00,4.95,14911,EIRE,14.85
538255,22348,TEA BAG PLATE RED RETROSPOT,12,2010-12-10 12:33:00,0.85,14911,EIRE,10.2
538255,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2010-12-10 12:33:00,1.95,14911,EIRE,39.0
538308,21479,WHITE SKULL HOT WATER BOTTLE ,8,2010-12-10 13:29:00,3.75,14107,United Kingdom,30.0
538312,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2010-12-10 13:48:00,2.1,16727,United Kingdom,2.1
538312,22601,CHRISTMAS RETROSPOT ANGEL WOOD,6,2010-12-10 13:48:00,0.85,16727,United Kingdom,5.1
538311,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-12-10 13:48:00,1.95,12785,Portugal,19.5
538327,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-12-10 13:58:00,2.95,15514,United Kingdom,2.95
538346,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2010-12-10 14:53:00,0.85,17865,United Kingdom,10.2
538347,22779,WOODEN OWLS LIGHT GARLAND ,1,2010-12-10 14:54:00,4.25,17220,United Kingdom,4.25
538347,22961,JAM MAKING SET PRINTED,4,2010-12-10 14:54:00,1.45,17220,United Kingdom,5.8
538354,22852,DOG BOWL VINTAGE CREAM,8,2010-12-10 15:45:00,4.25,16873,United Kingdom,34.0
538356,22903,CALENDAR FAMILY FAVOURITES,40,2010-12-10 15:56:00,2.95,14062,United Kingdom,118.0
538363,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,2010-12-10 17:14:00,2.95,18016,United Kingdom,5.9
538367,22972,CHILDREN'S SPACEBOY MUG,6,2010-12-12 10:48:00,1.65,14800,United Kingdom,9.9
538367,22553,PLASTERS IN TIN SKULLS,24,2010-12-12 10:48:00,1.65,14800,United Kingdom,39.6
538368,21944,KITTENS DESIGN FLANNEL,2,2010-12-12 10:57:00,0.85,15503,United Kingdom,1.7
538369,22301,COFFEE MUG CAT + BIRD DESIGN,4,2010-12-12 11:06:00,2.55,17251,United Kingdom,10.2
538379,22960,JAM MAKING SET WITH JARS,1,2010-12-12 11:26:00,4.25,17126,United Kingdom,4.25
538379,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,4,2010-12-12 11:26:00,1.25,17126,United Kingdom,5.0
538382,22556,PLASTERS IN TIN CIRCUS PARADE ,3,2010-12-12 11:37:00,1.65,17218,United Kingdom,4.949999999999999
538397,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,48,2010-12-12 11:44:00,1.65,12753,Japan,79.19999999999999
538453,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2010-12-12 12:26:00,2.1,16779,United Kingdom,25.200000000000003
538453,22569,FELTCRAFT CUSHION BUTTERFLY,1,2010-12-12 12:26:00,3.75,16779,United Kingdom,3.75
538453,21865,PINK UNION JACK  PASSPORT COVER ,6,2010-12-12 12:26:00,2.1,16779,United Kingdom,12.6
538453,20666,ECONOMY HOLIDAY PURSE,1,2010-12-12 12:26:00,2.95,16779,United Kingdom,2.95
538473,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-12 12:35:00,2.95,13668,United Kingdom,8.850000000000001
538488,21931,JUMBO STORAGE BAG SUKI,2,2010-12-12 12:41:00,1.95,13715,United Kingdom,3.9
538488,85099F,JUMBO BAG STRAWBERRY,2,2010-12-12 12:41:00,1.95,13715,United Kingdom,3.9
538497,17090A,LAVENDER INCENSE 40 CONES IN TIN,1,2010-12-12 12:44:00,1.25,14684,United Kingdom,1.25
538499,22423,REGENCY CAKESTAND 3 TIER,32,2010-12-12 12:46:00,10.95,17819,United Kingdom,350.4
538508,22075,6 RIBBONS ELEGANT CHRISTMAS ,2,2010-12-12 13:32:00,1.65,15998,United Kingdom,3.3
538508,21807,WHITE CHRISTMAS STAR DECORATION,12,2010-12-12 13:32:00,0.42,15998,United Kingdom,5.04
538510,48173C,DOORMAT BLACK FLOCK ,1,2010-12-12 13:47:00,7.95,18004,United Kingdom,7.95
538510,22735,RIBBON REEL SOCKS AND MITTENS,3,2010-12-12 13:47:00,1.65,18004,United Kingdom,4.949999999999999
538512,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,2010-12-12 14:03:00,9.95,16665,United Kingdom,9.95
538512,22358,KINGS CHOICE TEA CADDY ,2,2010-12-12 14:03:00,2.95,16665,United Kingdom,5.9
538514,48116,DOORMAT MULTICOLOUR STRIPE,1,2010-12-12 14:27:00,7.95,15044,United Kingdom,7.95
538514,21680,WOODLAND  STICKERS,12,2010-12-12 14:27:00,0.85,15044,United Kingdom,10.2
538518,22362,GLASS JAR PEACOCK BATH SALTS,1,2010-12-12 16:14:00,2.95,14505,United Kingdom,2.95
538518,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2010-12-12 16:14:00,2.1,14505,United Kingdom,2.1
538518,22113,GREY HEART HOT WATER BOTTLE,1,2010-12-12 16:14:00,3.75,14505,United Kingdom,3.75
538518,20669,RED HEART LUGGAGE TAG,7,2010-12-12 16:14:00,1.25,14505,United Kingdom,8.75
538518,22467,GUMBALL COAT RACK,2,2010-12-12 16:14:00,2.55,14505,United Kingdom,5.1
538518,21164,HOME SWEET HOME METAL SIGN ,4,2010-12-12 16:14:00,2.95,14505,United Kingdom,11.8
538523,22544,MINI JIGSAW SPACEBOY,24,2010-12-13 09:29:00,0.42,13198,United Kingdom,10.08
538533,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2010-12-13 10:31:00,0.55,14796,United Kingdom,1.1
538533,21704,BAG 250g SWIRLY MARBLES,1,2010-12-13 10:31:00,0.85,14796,United Kingdom,0.85
538541,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,24,2010-12-13 10:46:00,1.25,17428,United Kingdom,30.0
538576,22781,GUMBALL MAGAZINE RACK,1,2010-12-13 11:29:00,7.65,14498,United Kingdom,7.65
538626,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1,2010-12-13 12:57:00,4.25,17338,United Kingdom,4.25
538626,22667,RECIPE BOX RETROSPOT ,2,2010-12-13 12:57:00,2.95,17338,United Kingdom,5.9
538629,22619,SET OF 6 SOLDIER SKITTLES,5,2010-12-13 13:10:00,3.75,17799,United Kingdom,18.75
538629,22935,BAKING MOULD ROSE MILK CHOCOLATE,2,2010-12-13 13:10:00,3.25,17799,United Kingdom,6.5
538630,21107,CREAM SLICE FLANNEL PINK SPOT ,6,2010-12-13 13:25:00,2.95,14565,United Kingdom,17.700000000000003
538630,22077,6 RIBBONS RUSTIC CHARM,12,2010-12-13 13:25:00,1.65,14565,United Kingdom,19.8
538630,22483,RED GINGHAM TEDDY BEAR ,12,2010-12-13 13:25:00,2.95,14565,United Kingdom,35.400000000000006
538634,21818,GLITTER CHRISTMAS HEART ,6,2010-12-13 13:28:00,0.85,14085,United Kingdom,5.1
538635,84985A,SET OF 72 GREEN PAPER DOILIES,1,2010-12-13 13:32:00,1.45,17303,United Kingdom,1.45
538635,21621,VINTAGE UNION JACK BUNTING,1,2010-12-13 13:32:00,8.5,17303,United Kingdom,8.5
538637,22975,SPACEBOY CHILDRENS EGG CUP,2,2010-12-13 13:52:00,1.25,17611,United Kingdom,2.5
538639,22383,LUNCH BAG SUKI  DESIGN ,3,2010-12-13 14:24:00,1.65,17179,United Kingdom,4.949999999999999
538641,20718,RED RETROSPOT SHOPPER BAG,20,2010-12-13 14:36:00,1.25,15640,United Kingdom,25.0
538641,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-12-13 14:36:00,0.55,15640,United Kingdom,13.2
538641,21479,WHITE SKULL HOT WATER BOTTLE ,8,2010-12-13 14:36:00,3.75,15640,United Kingdom,30.0
538641,22384,LUNCH BAG PINK POLKADOT,10,2010-12-13 14:36:00,1.65,15640,United Kingdom,16.5
538652,20677,PINK POLKADOT BOWL,6,2010-12-13 15:12:00,1.25,17890,United Kingdom,7.5
538656,21735,TWO DOOR CURIO CABINET,1,2010-12-13 15:20:00,12.75,17371,United Kingdom,12.75
538660,22837,HOT WATER BOTTLE BABUSHKA ,12,2010-12-13 15:37:00,4.65,15808,United Kingdom,55.8
538662,85034C,3 ROSE MORRIS BOXED CANDLES,24,2010-12-13 15:44:00,1.25,15159,United Kingdom,30.0
538662,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",24,2010-12-13 15:44:00,1.25,15159,United Kingdom,30.0
538662,22655,VINTAGE RED KITCHEN CABINET,2,2010-12-13 15:44:00,125.0,15159,United Kingdom,250.0
538662,20704,MR ROBOT SOFT TOY,8,2010-12-13 15:44:00,1.95,15159,United Kingdom,15.6
538663,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,2010-12-13 15:45:00,12.75,15159,United Kingdom,25.5
538664,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,12,2010-12-13 15:46:00,1.25,14733,United Kingdom,15.0
538664,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,12,2010-12-13 15:46:00,1.25,14733,United Kingdom,15.0
538665,35095B,RED VICTORIAN FABRIC OVAL BOX,6,2010-12-13 15:56:00,0.42,17576,United Kingdom,2.52
538685,POST,POSTAGE,1,2010-12-14 09:39:00,15.0,15694,United Kingdom,15.0
538689,21876,POTTERING MUG,36,2010-12-14 09:52:00,0.42,13050,United Kingdom,15.12
538708,84817,DANISH ROSE DECORATIVE PLATE,24,2010-12-14 10:43:00,0.42,16202,United Kingdom,10.08
538710,21666,RIDGED GLASS T-LIGHT HOLDER,12,2010-12-14 10:48:00,0.65,18075,United Kingdom,7.800000000000001
538714,85049D,BRIGHT BLUES RIBBONS ,4,2010-12-14 11:01:00,1.25,14524,United Kingdom,5.0
538714,22161,HEART DECORATION RUSTIC HANGING ,12,2010-12-14 11:01:00,0.65,14524,United Kingdom,7.800000000000001
538744,82551,LAUNDRY 15C METAL SIGN,2,2010-12-14 11:26:00,1.45,15356,United Kingdom,2.9
538783,20727,LUNCH BAG  BLACK SKULL.,10,2010-12-14 11:38:00,1.65,14961,United Kingdom,16.5
538799,22782,SET 3 WICKER STORAGE BASKETS ,4,2010-12-14 11:48:00,9.95,15039,United Kingdom,39.8
538808,22713,CARD I LOVE LONDON ,24,2010-12-14 12:11:00,0.42,14057,United Kingdom,10.08
538811,22382,LUNCH BAG SPACEBOY DESIGN ,20,2010-12-14 12:22:00,1.65,13178,United Kingdom,33.0
538814,22525,CHILDRENS GARDEN GLOVES PINK,1,2010-12-14 12:30:00,1.25,15983,United Kingdom,1.25
538816,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-12-14 12:35:00,3.75,16812,United Kingdom,15.0
538826,21356,TOAST ITS - FAIRY FLOWER,1,2010-12-14 12:58:00,1.25,12370,Cyprus,1.25
538826,21112,"SWISS ROLL TOWEL, PINK  SPOTS",12,2010-12-14 12:58:00,2.95,12370,Cyprus,35.400000000000006
538826,21025,SPACE FROG,10,2010-12-14 12:58:00,1.25,12370,Cyprus,12.5
538827,22882,NUMBER TILE VINTAGE FONT 3,24,2010-12-14 12:59:00,0.42,14298,United Kingdom,10.08
538836,85104,SILVER GLASS T-LIGHT SET,1,2010-12-14 13:09:00,2.95,12748,United Kingdom,2.95
538839,21562,HAWAIIAN GRASS SKIRT ,1,2010-12-14 13:10:00,1.25,14606,United Kingdom,1.25
538839,20772,GARDEN PATH JOURNAL,1,2010-12-14 13:10:00,2.55,14606,United Kingdom,2.55
538841,20725,LUNCH BAG RED RETROSPOT,2,2010-12-14 13:11:00,1.65,16899,United Kingdom,3.3
538849,84881,BLUE WIRE SPIRAL CANDLE HOLDER,2,2010-12-14 13:31:00,6.35,14415,United Kingdom,12.7
538849,22203,MILK PAN RED RETROSPOT,2,2010-12-14 13:31:00,3.75,14415,United Kingdom,7.5
538849,21733,RED HANGING HEART T-LIGHT HOLDER,12,2010-12-14 13:31:00,2.95,14415,United Kingdom,35.400000000000006
538851,22090,PAPER BUNTING RETROSPOT,6,2010-12-14 13:32:00,2.95,16556,United Kingdom,17.700000000000003
538851,21915,RED  HARMONICA IN BOX ,12,2010-12-14 13:32:00,1.25,16556,United Kingdom,15.0
538851,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2010-12-14 13:32:00,2.95,16556,United Kingdom,17.700000000000003
538852,22214,CANDLE PLATE LACE WHITE,2,2010-12-14 13:33:00,2.55,17372,United Kingdom,5.1
538853,22948,METAL DECORATION NAUGHTY CHILDREN ,3,2010-12-14 13:35:00,0.85,16805,United Kingdom,2.55
